"","id","player_name","games","time","goals","x_g","assists","x_a","shots","key_passes","yellow_cards","red_cards","position","team_title","npg","npx_g","x_g_chain","x_g_buildup","liga","season","goals_p90","x_g_p90","assists_p90","x_a_p90","shots_p90","key_passes_p90","npg_p90","npx_g_p90","x_g_chain_p90","x_g_buildup_p90","color_liga"
"51",7779,"Oihan Sancet",17,1299,3,5.63186256214976,4,3.66254765540361,32,32,0,2,"M S","Athletic Club",3,4.88858495280147,15.8734116107225,8.6035999506712,"España","23-24",0.207852193995381,0.390198329941092,0.277136258660508,0.253756188596093,2.21709006928406,2.21709006928406,0.207852193995381,0.338701035990864,1.09977447649348,0.596092375335187,"red"
"52",7892,"João Félix",16,1026,3,4.68759916722775,2,2.52295415848494,36,14,3,0,"F M S","Barcelona",3,4.68759916722775,11.4561537951231,4.99336166493595,"España","23-24",0.263157894736842,0.411192909405943,0.175438596491228,0.221311768288153,3.15789473684211,1.2280701754386,0.263157894736842,0.411192909405943,1.00492577150203,0.438014181134732,"red"
"53",8026,"Raphinha",15,670,3,4.99347335658967,5,3.96296154521406,33,24,2,1,"F M S","Barcelona",3,4.99347335658967,10.258456338197,5.82292741164565,"España","23-24",0.402985074626866,0.670765077750851,0.671641791044776,0.532338118013829,4.43283582089552,3.22388059701493,0.402985074626866,0.670765077750851,1.37800159766825,0.782184279176281,"red"
"54",9211,"Nico Williams",16,1281,3,4.09378096275032,5,4.7402085987851,33,33,2,0,"M","Athletic Club",3,4.09378096275032,13.3946943581104,6.10431840457022,"España","23-24",0.210772833723653,0.28761927138761,0.351288056206089,0.333035732935721,2.31850117096019,2.31850117096019,0.210772833723653,0.28761927138761,0.941079228907054,0.428874829360905,"red"
"55",10322,"Javier Guerra",17,1308,3,1.83143266290426,1,0.67220769636333,21,8,2,1,"F M S","Valencia",3,1.83143266290426,5.42953176796436,3.0768432803452,"España","23-24",0.206422018348624,0.126016008915431,0.0688073394495413,0.0462528231442658,1.44495412844037,0.55045871559633,0.206422018348624,0.126016008915431,0.373591635410392,0.211709400023752,"red"
"56",11322,"Viktor Tsygankov",14,979,3,3.21075967606157,3,3.96206535026431,16,19,0,0,"F M S","Girona",3,3.21075967606157,10.1695385538042,6.12831623386592,"España","23-24",0.275791624106231,0.295166875225272,0.275791624106231,0.364234812588139,1.4708886618999,1.74668028600613,0.275791624106231,0.295166875225272,0.93489118472153,0.563379429058154,"red"
"57",11743,"Kirian Rodríguez",18,1525,3,0.482586334459484,1,0.960925977677107,19,16,6,0,"M S","Las Palmas",3,0.482586334459484,5.23479508049786,4.18932369351387,"España","23-24",0.177049180327869,0.0284805049844941,0.059016393442623,0.0567103855678293,1.12131147540984,0.944262295081967,0.177049180327869,0.0284805049844941,0.308938726062169,0.247238775354917,"red"
"58",12030,"Tasos Douvikas",15,374,3,2.59309813380241,0,0.160499952733517,11,2,1,0,"F S","Celta Vigo",3,2.59309813380241,2.40231833606958,0.298282988369465,"España","23-24",0.72192513368984,0.624007572305393,0,0.0386229832781191,2.64705882352941,0.481283422459893,0.72192513368984,0.624007572305393,0.578097995310861,0.0717793287520103,"red"
"59",555,"Memphis Depay",10,257,2,2.91559907048941,0,0.19183774292469,14,2,0,0,"F S","Atletico Madrid",2,2.91559907048941,3.49241680651903,0.433709554374218,"España","23-24",0.700389105058366,1.02102691184454,0,0.0671805325417202,4.90272373540856,0.700389105058366,0.700389105058366,1.02102691184454,1.22302534080433,0.151882723321711,"red"
"60",644,"Erik Lamela",7,332,2,1.6543552428484,0,1.27556594461203,7,10,3,0,"M S","Sevilla",2,1.6543552428484,2.34770518541336,0.520475222729146,"España","23-24",0.542168674698795,0.44846979474806,0,0.345785948840611,1.89759036144578,2.71084337349398,0.542168674698795,0.44846979474806,0.636426104479525,0.141092680860311,"red"
